+-----------------------------------+-------+
|               name                | birth |
| Hilda Bernard                     | 1920  |
| Dave Brubeck                      | 1920  |
| Tonino Guerra                     | 1920  |
| Pope John Paul II                 | 1920  |
| Howard Baugh                      | 1920  |
| Stanley K. Sheinbaum              | 1920  |
| Werner Angress                    | 1920  |
| Eugenia Rico                      | 1920  |
| Doris Hering                      | 1920  |
| Csaba Skultéty                    | 1920  |
| Rodney Dangerfield                | 1921  |
| Henri Alleg                       | 1921  |
| Terry Becker                      | 1921  |
| Daniel Berrigan                   | 1921  |
| Bélgica Castro                    | 1921  |
| Graciana Chironi                  | 1921  |
| Ruth de Souza                     | 1921  |
| James Dougherty                   | 1921  |
| Angelo Dundee                     | 1921  |
| Chico O'Farrill                   | 1921  |
| Amos Vogel                        | 1921  |
| Hanni Lux                         | 1921  |
| Søren Kam                         | 1921  |
| Marcia Vogel                      | 1921  |
| Yitzhak Navon                     | 1921  |
| Christopher Lee                   | 1922  |
| Marty Allen                       | 1922  |
| Haskell Wexler                    | 1922  |
| Aladdin Abbasov                   | 1922  |
| Mario Almada                      | 1922  |
| Fredric Arnold                    | 1922  |
| Leon Bibb                         | 1922  |
| Demeter Bitenc                    | 1922  |
| Randolph Braham                   | 1922  |
| Eddie Davis                       | 1922  |
| Eva Ebner                         | 1922  |
| Michel Galabru                    | 1922  |
| Tapio Hämäläinen                  | 1922  |
| Spyros Kalogirou                  | 1922  |
| Haruko Katô                       | 1922  |
| Bill Kerr                         | 1922  |
| Josip Marotti                     | 1922  |
| Stanislaw Niedbalski              | 1922  |
| Francesco Rosi                    | 1922  |
| Renata Tebaldi                    | 1922  |
| Pierre Trabaud                    | 1922  |
| Howard Zinn                       | 1922  |
| China Zorrilla                    | 1922  |
| Ofelia D'Acosta                   | 1922  |
| Armando Goyena                    | 1922  |
| Amar Talwar                       | 1922  |
| Péter Halász                      | 1922  |
| Hone Tuwhare                      | 1922  |
| Peter Kennedy                     | 1922  |
| Jack Goelman                      | 1922  |
| Woon-Ling Hau                     | 1922  |
| Károly Virág                      | 1922  |
| Charles Durning                   | 1923  |
| Sully Boyar                       | 1923  |
| Mayme Clayton                     | 1923  |
| Roy Dotrice                       | 1923  |
| Gogi Gegechkori                   | 1923  |
| Erland Josephson                  | 1923  |
| Irvin Kershner                    | 1923  |
| Al Lewis                          | 1923  |
| Hugh Lloyd                        | 1923  |
| Duilio Marzio                     | 1923  |
| Rentarô Mikuni                    | 1923  |
| Paul Muller                       | 1923  |
| Marjorie Nelson                   | 1923  |
| Mike Nussbaum                     | 1923  |
| Frantisek Rehák                   | 1923  |
| Cliff Robertson                   | 1923  |
| Horst Tappert                     | 1923  |
| Dariush Asadzade                  | 1923  |
| Mário Cesariny de Vasconcelos     | 1923  |
| Roser Bru                         | 1923  |
| Imre Del Medico                   | 1923  |
| Lauren Bacall                     | 1924  |
| Theodore Bikel                    | 1924  |
| Sidney Lumet                      | 1924  |
| Ryszard Barycz                    | 1924  |
| Freddy Buache                     | 1924  |
| George Bush                       | 1924  |
| Frank Conti                       | 1924  |
| Robert Frank                      | 1924  |
| John Franklyn-Robbins             | 1924  |
| Dorothy Gordon                    | 1924  |
| Jean Harlez                       | 1924  |
| Elisabeth Kaza                    | 1924  |
| Morando Morandini                 | 1924  |
| Jean Piat                         | 1924  |
| Glicínia Quartin                  | 1924  |
| Árni Tryggvason                   | 1924  |
| Louis Zorich                      | 1924  |
| Clarence 'Gatemouth' Brown        | 1924  |
| Morteza Ahmadi                    | 1924  |
| Shirley Chisholm                  | 1924  |
| Anthony Caro                      | 1924  |
| Henry-Louis de La Grange          | 1924  |
| Theodore DeBonis                  | 1924  |
| Leonore Benson                    | 1924  |
| Beatriz Aguirre                   | 1925  |
| Asunción Balaguer                 | 1925  |
| Jill Balcon                       | 1925  |
| Eugenia Bosânceanu                | 1925  |
| Pierre Boulez                     | 1925  |
| Michel Bouquet                    | 1925  |
| Dave Broadfoot                    | 1925  |
| Andrea Camilleri                  | 1925  |
| Monique Champagne                 | 1925  |
| Darry Cowl                        | 1925  |
| Robert Hardy                      | 1925  |
| Nat Hentoff                       | 1925  |
| György Hintsch                    | 1925  |
| Edisher Magalashvili              | 1925  |
| Károly Makk                       | 1925  |
| Olivera Markovic                  | 1925  |
| José A. Martínez Suárez           | 1925  |
| Frank Pierson                     | 1925  |
| Carlos Castaneda                  | 1925  |
| John J. McNeill                   | 1925  |
| Elsa Osterheld                    | 1925  |
| Harry Frazee III                  | 1925  |
| Con Houlihan                      | 1925  |
| Michel Jouvet                     | 1925  |
| Cloris Leachman                   | 1926  |
| Nina Agapova                      | 1926  |
| Lyudmila Arinina                  | 1926  |
| Rafael Azcona                     | 1926  |
| John Berger                       | 1926  |
| Eugene Bird                       | 1926  |
| Tommy Bond                        | 1926  |
| Oscar Brown Jr.                   | 1926  |
| R.L. Burnside                     | 1926  |
| Hazel Court                       | 1926  |
| Ronnie Gilbert                    | 1926  |
| János Herskó                      | 1926  |
| Norman Jewison                    | 1926  |
| Judith Malina                     | 1926  |
| Tadeusz Plucinski                 | 1926  |
| Angus Scrimm                      | 1926  |
| Ingvar Kamprad                    | 1926  |
| Sathya Sai Baba                   | 1926  |
| Michel Butor                      | 1926  |
| Joseph Chilton-Pearce             | 1926  |
| Amos Elon                         | 1926  |
| Harry Belafonte                   | 1927  |
| José Artur                        | 1927  |
| Tom Bosley                        | 1927  |
| György Bánffy                     | 1927  |
| Itala Békés                       | 1927  |
| Laura Cardoso                     | 1927  |
| Roger Carel                       | 1927  |
| Harry Gulkin                      | 1927  |
| Igor Dmitriev                     | 1927  |
| Djerdj Fejes                      | 1927  |
| Hubert de Givenchy                | 1927  |
| Roberta Haynes                    | 1927  |
| Freddie Jones                     | 1927  |
| Alan King                         | 1927  |
| Esref Kolçak                      | 1927  |
| Shreeram Lagoo                    | 1927  |
| Walo Lüönd                        | 1927  |
| Will Spoor                        | 1927  |
| Sérgio Viotti                     | 1927  |
| Rainer Wolffhardt                 | 1927  |
| Charles Rosen                     | 1927  |
| Raul Alfonsín                     | 1927  |
| George Bizos                      | 1927  |
| Áron Tóbiás                       | 1927  |
| James Garner                      | 1928  |
| Martin Landau                     | 1928  |
| Adam West                         | 1928  |
| Orson Bean                        | 1928  |
| Peter Arens                       | 1928  |
| Richard Arnold                    | 1928  |
| Péter Bacsó                       | 1928  |
| Aleksandr Belinsky                | 1928  |
| Michel Brault                     | 1928  |
| Noam Chomsky                      | 1928  |
| Annie Cordy                       | 1928  |
| Feng Tien                         | 1928  |
| Alíz Halda                        | 1928  |
| Rance Howard                      | 1928  |
| Tullio Kezich                     | 1928  |
| Tamara Kosubayeva                 | 1928  |
| Oscar Nuñez                       | 1928  |
| Tamio Ôki                         | 1928  |
| Marian Seldes                     | 1928  |
| Michel Serrault                   | 1928  |
| Gideon Shemer                     | 1928  |
| Dara Singh Randhawa               | 1928  |
| Hélène Surgère                    | 1928  |
| Ilona Kassai                      | 1928  |
| Nirmal Kumar Chakraborty          | 1928  |
| Jack Kevorkian                    | 1928  |
| Alf Bicknell                      | 1928  |
| Leandro Díaz                      | 1928  |
| Dom Pedro de Casaldáliga          | 1928  |
| Marti Friedlander                 | 1928  |
| Mario Sereni                      | 1928  |
| Jean Simmons                      | 1929  |
| Fernanda Montenegro               | 1929  |
| Héctor Alterio                    | 1929  |
| Axel Anderson                     | 1929  |
| Michael Birkett                   | 1929  |
| Floria Bloise                     | 1929  |
| Bryan Clark                       | 1929  |
| Vera Chytilová                    | 1929  |
| Billy Daydoge                     | 1929  |
| Richard Dysart                    | 1929  |
| Eddie Garcia                      | 1929  |
| Roman Klosowski                   | 1929  |
| Jan Lomnicki                      | 1929  |
| Blanca Lidia Muñoz                | 1929  |
| Rolf Nagel                        | 1929  |
| Marita Nordberg                   | 1929  |
| Irene Papas                       | 1929  |
| Ana Luisa Peluffo                 | 1929  |
| Claude Rich                       | 1929  |
| Nagatoshi Sakamoto                | 1929  |
| Zinaida Sharko                    | 1929  |
| Gilles Ségal                      | 1929  |
| Kosta Tsonev                      | 1929  |
| Olga Tudorache                    | 1929  |
| Rosalie Bertell                   | 1929  |
| Emmanuel Carballo                 | 1929  |
| Héctor Tizón                      | 1929  |
| José Aparecido                    | 1929  |
| Jennifer Hocking                  | 1929  |
| John E. Mack                      | 1929  |
| June Leaf                         | 1929  |
| Vilmos Faragó                     | 1929  |
| Armin Mueller-Stahl               | 1930  |
| Clint Eastwood                    | 1930  |
| Gene Hackman                      | 1930  |
| Gena Rowlands                     | 1930  |
| Robert Loggia                     | 1930  |
| Paul Mazursky                     | 1930  |
| Manuel Andrés                     | 1930  |
| Jack Angel                        | 1930  |
| Robert Culp                       | 1930  |
| Cyrus Elias                       | 1930  |
| Jean Ferrat                       | 1930  |
| Bruce Jay Friedman                | 1930  |
| Virgil Frye                       | 1930  |
| Takuya Fujioka                    | 1930  |
| Panos Glykofrydis                 | 1930  |
| Tata Güines                       | 1930  |
| Gilles Jacob                      | 1930  |
| Kazimierz Karabasz                | 1930  |
| Junior Kimbrough                  | 1930  |
| Ivan Krasko                       | 1930  |
| Ahti Kuoppala                     | 1930  |
| Elton Medeiros                    | 1930  |
| Sergiu Nicolaescu                 | 1930  |
| Kôen Okumura                      | 1930  |
| Nilu Phule                        | 1930  |
| Gordon Pinsent                    | 1930  |
| Pascale Roberts                   | 1930  |
| Paul Soles                        | 1930  |
| Masaya Takahashi                  | 1930  |
| Yûsuke Takita                     | 1930  |
| Tseng Chang                       | 1930  |
| K. Viswanath                      | 1930  |
| Malcolm Fraser                    | 1930  |
| Walter Alfaiate                   | 1930  |
| Carlos Saúl Menem                 | 1930  |
| Betty DeGeneres                   | 1930  |
| Sami Sarhan                       | 1930  |
| Ernõ Lakatos                      | 1930  |
| Kenneth Frampton                  | 1930  |
| Ian Holm                          | 1931  |
| Olympia Dukakis                   | 1931  |
| Rip Torn                          | 1931  |
| Claire Bloom                      | 1931  |
| Michael Lonsdale                  | 1931  |
| Conrad Brooks                     | 1931  |
| Jean-Claude Carrière              | 1931  |
| Dominic Chianese                  | 1931  |
| Constantin Codrescu               | 1931  |
| Jacqueline Danno                  | 1931  |
| Janice Davies                     | 1931  |
| Lev Durov                         | 1931  |
| Yehuda Efroni                     | 1931  |
| Daniel Ellsberg                   | 1931  |
| Barry Feinstein                   | 1931  |
| Victor Garrivier                  | 1931  |
| Frits Helmuth                     | 1931  |
| Budd Hopkins                      | 1931  |
| Chôsuke Ikariya                   | 1931  |
| Jack Jozefson                     | 1931  |
| Kira Kreylis-Petrova              | 1931  |
| Andrée Lachapelle                 | 1931  |
| Michel Moreau                     | 1931  |
| Myrian Muniz                      | 1931  |
| Pepe Núñez                        | 1931  |
| Héctor Olivera                    | 1931  |
| Dan Rather                        | 1931  |
| Hilmar Thate                      | 1931  |
| James Tolkan                      | 1931  |
| Walter Malosetti                  | 1931  |
| Junior Johnson                    | 1931  |
| Marlene Sanders                   | 1931  |
| Julia Masla'wi                    | 1931  |
| Frederick Fox                     | 1931  |
| Shafiee Jaafar                    | 1931  |
| Omar Sharif                       | 1932  |
| Robert Vaughn                     | 1932  |
| Yukio Aoshima                     | 1932  |
| Elsa Berenguer                    | 1932  |
| Jean Boht                         | 1932  |
| Radoslav Brzobohatý               | 1932  |
| George Caldwell                   | 1932  |
| Chiquito de la Calzada            | 1932  |
| Carlos Cardán                     | 1932  |
| Raul Cortez                       | 1932  |
| Hugo de Bruna                     | 1932  |
| Herbert Deutsch                   | 1932  |
| Juan Carlos Galván                | 1932  |
| Elfriede Gerstl                   | 1932  |
| Benoît Girard                     | 1932  |
| Fernando Guillén                  | 1932  |
| Mike Hodges                       | 1932  |
| Charles Jimmie Sr.                | 1932  |
| Ted Kennedy                       | 1932  |
| Niku Kheradmand                   | 1932  |
| Dane Knell                        | 1932  |
| Phyllida Law                      | 1932  |
| Jean-Pierre Marielle              | 1932  |
| Waldemar Matuska                  | 1932  |
| Amrish Puri                       | 1932  |
| Jack Smith                        | 1932  |
| Bert-Åke Varg                     | 1932  |
| Pankaj Berry                      | 1932  |
| Sirio Maccioni                    | 1932  |
| Gergely Pongrátz                  | 1932  |
| Chung Chow                        | 1932  |
| Aharon Appelfeld                  | 1932  |
| Pat Curren                        | 1932  |
| Michael Caine                     | 1933  |
| Joan Collins                      | 1933  |
| Dom DeLuise                       | 1933  |
| Larry King                        | 1933  |
| Willie Nelson                     | 1933  |
| Keiko Awaji                       | 1933  |
| Othon Bastos                      | 1933  |
| Tom Bell                          | 1933  |
| Lev Borisov                       | 1933  |
| Françoise Fabian                  | 1933  |
| Dezsö Garas                       | 1933  |
| Léa Garcia                        | 1933  |
| Milton Gonçalves                  | 1933  |
| Junko Ikeuchi                     | 1933  |
| Tony Jay                          | 1933  |
| Boris Khimichev                   | 1933  |
| Sid Ali Kouiret                   | 1933  |
| Nagesh                            | 1933  |
| Borivoj Navrátil                  | 1933  |
| Cees Nooteboom                    | 1933  |
| Gloria Romero                     | 1933  |
| William Smith                     | 1933  |
| Jean-Marie Straub                 | 1933  |
| Renée Taylor                      | 1933  |
| Fred Willard                      | 1933  |
| Erik Darling                      | 1933  |
| Michel Hidalgo                    | 1933  |
| Carmen de Mairena                 | 1933  |
| Álvaro Siza Vieira                | 1933  |
| Sándor Rácz                       | 1933  |
| Jean-Marie Pelt                   | 1933  |
| Sophia Loren                      | 1934  |
| Alan Arkin                        | 1934  |
| Judi Dench                        | 1934  |
| Louise Fletcher                   | 1934  |
| Sydney Pollack                    | 1934  |
| Maggie Smith                      | 1934  |
| Richard Briers                    | 1934  |
| Pierre Richard                    | 1934  |
| Kin'ya Aikawa                     | 1934  |
| Aki Aleong                        | 1934  |
| Victor Argo                       | 1934  |
| Peter Arnett                      | 1934  |
| Pete Barbutti                     | 1934  |
| Gérard Bayle                      | 1934  |
| Bahri Beyat                       | 1934  |
| Bill Cobbs                        | 1934  |
| Jorge Coutinho                    | 1934  |
| Terrence Currier                  | 1934  |
| Robert Dallek                     | 1934  |
| Cris Daluz                        | 1934  |
| Gheorghe Dinica                   | 1934  |
| Vernon Dobtcheff                  | 1934  |
| Shirley Douglas                   | 1934  |
| Shunji Fujimura                   | 1934  |
| Teri Földi                        | 1934  |
| Gennadiy Garbuk                   | 1934  |
| Peter Haig                        | 1934  |
| Warren Hammack                    | 1934  |
| Jessie Mae Hemphill               | 1934  |
| Eddie Jones                       | 1934  |
| Mikhail Kozakov                   | 1934  |
| Stanley Kutler                    | 1934  |
| Spencer Lam                       | 1934  |
| Vasiliy Lanovoy                   | 1934  |
| George Loros                      | 1934  |
| Federico Luppi                    | 1934  |
| Charles Manson                    | 1934  |
| Jamshid Mashayekhi                | 1934  |
| Paul Naschy                       | 1934  |
| Jacobo Morales                    | 1934  |
| Kinya Ogawa                       | 1934  |
| Josef Somr                        | 1934  |
| John Standing                     | 1934  |
| Kazuya Tatekabe                   | 1934  |
| Hugo Gutiérrez Vega               | 1934  |
| Nicholas Johnson                  | 1934  |
| Woody Allen                       | 1935  |
| Julie Andrews                     | 1935  |
| Theodoros Angelopoulos            | 1935  |
| Seymour Cassel                    | 1935  |
| David Prowse                      | 1935  |
| M. Emmet Walsh                    | 1935  |
| Julian Glover                     | 1935  |
| Judd Hirsch                       | 1935  |
| Dharmendra                        | 1935  |
| Renato Aragão                     | 1935  |
| José María Blanco                 | 1935  |
| Wayne Brennan                     | 1935  |
| Peter Brown                       | 1935  |
| João Bénard da Costa              | 1935  |
| Mario Camus                       | 1935  |
| Judith Chalmers                   | 1935  |
| Soumitra Chatterjee               | 1935  |
| Prem Chopra                       | 1935  |
| Domingos de Oliveira              | 1935  |
| Juca de Oliveira                  | 1935  |
| Mylène Demongeot                  | 1935  |
| Dimitri                           | 1935  |
| María Galiana                     | 1935  |
| Saturnino García                  | 1935  |
| Alfredo Gutiérrez                 | 1935  |
| Irma P. Hall                      | 1935  |
| Allen Hamilton                    | 1935  |
| Kaneta Kimotsuki                  | 1935  |
| The Dalai Lama                    | 1935  |
| Jean Lapointe                     | 1935  |
| Yûichi Minato                     | 1935  |
| Akihiro Miwa                      | 1935  |
| Lou Myers                         | 1935  |
| Noriko Ohara                      | 1935  |
| Judy Parfitt                      | 1935  |
| Mary Riggans                      | 1935  |
| Edward Said                       | 1935  |
| Evagelia Samiotaki                | 1935  |
| Peggy Seeger                      | 1935  |
| Semka Sokolovic-Bertok            | 1935  |
| Michel Subor                      | 1935  |
| Hans-Jürgen Syberberg             | 1935  |
| Laurent Terzieff                  | 1935  |
| Thilakan                          | 1935  |
| Calvin Trillin                    | 1935  |
| Tadeo Villalba                    | 1935  |
| Milena Vukotic                    | 1935  |
| Judy Banks                        | 1935  |
| Ted Pandel                        | 1935  |
| Michel Mourlet                    | 1935  |
| Nusret Özkaya                     | 1935  |
| Vernon Jordan                     | 1935  |
| Kikuo Kaneuchi                    | 1935  |
| Marie Dépussé                     | 1935  |
| Letizia Battaglia                 | 1935  |
| Peter Bichsel                     | 1935  |
| Brian Blessed                     | 1936  |
| Dennis Hopper                     | 1936  |
| Robert Redford                    | 1936  |
| Jim Brown                         | 1936  |
| David Carradine                   | 1936  |
| Hector Elizondo                   | 1936  |
| Kris Kristofferson                | 1936  |
| Norma Aleandro                    | 1936  |
| Takeshi Aono                      | 1936  |
| Michel Aumont                     | 1936  |
| Lino Banfi                        | 1936  |
| Nadia Barentin                    | 1936  |
| Joachim Bißmeier                  | 1936  |
| Biswajeet Chatterjee              | 1936  |
| Claude Brasseur                   | 1936  |
| Jürgen Brügger                    | 1936  |
| Subhendu Chatterjee               | 1936  |
| Larry Cohen                       | 1936  |
| Glória de Matos                   | 1936  |
| Richard DeDomenico                | 1936  |
| Carlo Delle Piane                 | 1936  |
| Alla Demidova                     | 1936  |
| Dieter Dost                       | 1936  |
| Constantin Draganescu             | 1936  |
| Simon Eine                        | 1936  |
| Al Goldstein                      | 1936  |
| Sancho Gracia                     | 1936  |
| Buddy Guy                         | 1936  |
| Václav Havel                      | 1936  |
| Hassan Hosny                      | 1936  |
| Sotigui Kouyaté                   | 1936  |
| Akira Kubo                        | 1936  |
| Pi Lind                           | 1936  |
| Ken Loach                         | 1936  |
| Tony Musante                      | 1936  |
| Charles Napier                    | 1936  |
| Nobuyo Ôyama                      | 1936  |
| Haydée Padilla                    | 1936  |
| Fred Pearson                      | 1936  |
| Mitica Popescu                    | 1936  |
| Robert Scheer                     | 1936  |
| Fernando E. Solanas               | 1936  |
| David Suzuki                      | 1936  |
| Jack Taylor                       | 1936  |
| Jan Tríska                        | 1936  |
| Henrique Viana                    | 1936  |
| Red West                          | 1936  |
| Jürgen Höhne                      | 1936  |
| Aida Abdel Aziz                   | 1936  |
| Norman Manea                      | 1936  |
| Yuri Luzhkov                      | 1936  |
| Hasan Kami                        | 1936  |
| Annie 'Paingut' Peterloosie       | 1936  |
| Morgan Freeman                    | 1937  |
| Dustin Hoffman                    | 1937  |
| Anthony Hopkins                   | 1937  |
| Vanessa Redgrave                  | 1937  |
| Steven Berkoff                    | 1937  |
| Philip Glass                      | 1937  |
| Ayla Algan                        | 1937  |
| Aldo Barbero                      | 1937  |
| Joël Barbouth                     | 1937  |
| Sandy Berke Jordan                | 1937  |
| Chris Blackwell                   | 1937  |
| Zózimo Bulbul                     | 1937  |
| George Carlin                     | 1937  |
| Raoul Casadei                     | 1937  |
| Sachiko Chijimatsu                | 1937  |
| Eva Christian                     | 1937  |
| Ulises Dumont                     | 1937  |
| Reginaldo Faria                   | 1937  |
| Angie Ferro                       | 1937  |
| Spyros Fokas                      | 1937  |
| Sami Frey                         | 1937  |
| Bruno Gambarotta                  | 1937  |
| Roberto Herlitzka                 | 1937  |
| Saddam Hussein                    | 1937  |
| Paulo José                        | 1937  |
| Kader Khan                        | 1937  |
| Asahi Kurizuka                    | 1937  |
| John Phillip Law                  | 1937  |
| Angela Luce                       | 1937  |
| Petros Markaris                   | 1937  |
| Marian Marzynski                  | 1937  |
| Sombat Metanee                    | 1937  |
| Héctor Noguera                    | 1937  |
| Ravi Patwardhan                   | 1937  |
| Mikhail Petrov                    | 1937  |
| Ada Rogovtseva                    | 1937  |
| José Sacristán                    | 1937  |
| Carlos Santos                     | 1937  |
| Sab Shimono                       | 1937  |
| Viktoriya Tokareva                | 1937  |
| Betty Valassi                     | 1937  |
| Frank Vincent                     | 1937  |
| Marek Walczewski                  | 1937  |
| Deepak Shirke                     | 1937  |
| Khayria Ahmed                     | 1937  |
| Karin Bertling                    | 1937  |
| Jae-ho Song                       | 1937  |
| Mahmud Bahrami                    | 1937  |
| Levente Király                    | 1937  |
| Paravai Muniyamma                 | 1937  |
| Jan Kaplicky                      | 1937  |
| Juhana Blomstedt                  | 1937  |
| Fernando de la Rúa                | 1937  |
| Vaira Vike-Freiberga              | 1937  |
| Aachi Manorama                    | 1937  |
| Christopher Lloyd                 | 1938  |
| Jon Voight                        | 1938  |
| Patrick Bauchau                   | 1938  |
| Elliott Gould                     | 1938  |
| Derek Jacobi                      | 1938  |
| Frank Langella                    | 1938  |
| José Luis Alcaine                 | 1938  |
| Halit Akçatepe                    | 1938  |
| Steven Bach                       | 1938  |
| Birbal                            | 1938  |
| Stig Björkman                     | 1938  |
| Tom Bower                         | 1938  |
| Norman Briski                     | 1938  |
| Pat Buchanan                      | 1938  |
| Bob Christo                       | 1938  |
| Michel Ciment                     | 1938  |
| Mickey Curtis                     | 1938  |
| Jorge D'Elía                      | 1938  |
| Youssef Dawood                    | 1938  |
| Jordi Dauder                      | 1938  |
| William B. Davis                  | 1938  |
| Carl Johan De Geer                | 1938  |
| John Dean                         | 1938  |
| Michel Duchaussoy                 | 1938  |
| Robin Fernando                    | 1938  |
| Manami Fuji                       | 1938  |
| Günter Geiermann                  | 1938  |
| Alberto Grifi                     | 1938  |
| E. Gary Gygax                     | 1938  |
| Ross Hagen                        | 1938  |
| Garth Pillsbury                   | 1938  |
| Charles Howerton                  | 1938  |
| Gô Katô                           | 1938  |
| Lotfy Labib                       | 1938  |
| Ed Lauter                         | 1938  |
| Walter Learning                   | 1938  |
| Chris Lomme                       | 1938  |
| Fernando Luján                    | 1938  |
| Zygmunt Malanowicz                | 1938  |
| Peter Martell                     | 1938  |
| Sophie Mgcina                     | 1938  |
| Carlos Moreno                     | 1938  |
| Michael Murphy                    | 1938  |
| Michael Mansson                   | 1938  |
| Philippe Nahon                    | 1938  |
| Michiko Nomura                    | 1938  |
| Jim Norton                        | 1938  |
| Aleksey Petrenko                  | 1938  |
| Reni Santoni                      | 1938  |
| Héctor Suárez                     | 1938  |
| Tamara Syomina                    | 1938  |
| Amy Taubin                        | 1938  |
| Buck Taylor                       | 1938  |
| Liv Ullmann                       | 1938  |
| Marina Vlady                      | 1938  |
| Dawn Wells                        | 1938  |
| Humpy Wheeler                     | 1938  |
| Jee-Young Kim                     | 1938  |
| Frei Leonardo Boff                | 1938  |
| Kofi Annan                        | 1938  |
| Saeed Abdulghani                  | 1938  |
| Frank Barsalona                   | 1938  |
| Ahmed Akl                         | 1938  |
| Piero Antinori                    | 1938  |
| Maurice Hinchey                   | 1938  |
| Sándor Csép                       | 1938  |
| Harvey Keitel                     | 1939  |
| Paul Sorvino                      | 1939  |
| F. Murray Abraham                 | 1939  |
| Peter Bogdanovich                 | 1939  |
| Scott Glenn                       | 1939  |
| Paul Hogan                        | 1939  |
| Shin'ichi Chiba                   | 1939  |
| Ian McKellen                      | 1939  |
| Josef Abrhám                      | 1939  |
| Masao Adachi                      | 1939  |
| Oscar Alegre                      | 1939  |
| Gila Almagor                      | 1939  |
| Mala Aravindan                    | 1939  |
| Pilar Bardem                      | 1939  |
| Jonas Bloch                       | 1939  |
| Jacqueline Chan                   | 1939  |
| Gerhard Dorfer                    | 1939  |
| Jack Doroshow                     | 1939  |
| Kim Fowley                        | 1939  |
| James Fox                         | 1939  |
| Heinz Holliger                    | 1939  |
| Chenghui Yu                       | 1939  |
| Jagdeep                           | 1939  |
| Pat Laffan                        | 1939  |
| Paavo Liski                       | 1939  |
| J. Mahendran                      | 1939  |
| Maija-Liisa Majanlahti            | 1939  |
| Sérgio Mamberti                   | 1939  |
| Russell Means                     | 1939  |
| Vladimir Menshov                  | 1939  |
| Petra Nettelbeck                  | 1939  |
| Jan Nowicki                       | 1939  |
| Harvey Pekar                      | 1939  |
| Enrique Pinti                     | 1939  |
| K.S.L. Swamy                      | 1939  |
| Susanna Ringbom                   | 1939  |
| Liliana Ross                      | 1939  |
| Carmen Salinas                    | 1939  |
| Svein Scharffenberg               | 1939  |
| Partap Sharma                     | 1939  |
| Billy Joe Shaver                  | 1939  |
| Mavis Staples                     | 1939  |
| Yûya Uchida                       | 1939  |
| Mario Valgoi                      | 1939  |
| Bernard Verley                    | 1939  |
| Ivica Vidovic                     | 1939  |
| Povilas Stankus                   | 1939  |
| In-mun Kim                        | 1939  |
| Danny Thompson                    | 1939  |
| Marc Levie                        | 1939  |
| Benjamin Barber                   | 1939  |
| Raymonde Carasco                  | 1939  |
| Donna Carroll                     | 1939  |
| Osama Abbas                       | 1939  |
| Javad Mojabi                      | 1939  |
| Guntis Ulmanis                    | 1939  |
| Kumarimuthu                       | 1939  |
| Al Pacino                         | 1940  |
| Lance Henriksen                   | 1940  |
| John Hurt                         | 1940  |
| Martin Sheen                      | 1940  |
| Julie Christie                    | 1940  |
| Patrick Stewart                   | 1940  |
| Pedro Armendáriz Jr.              | 1940  |
| Michael Gambon                    | 1940  |
| Alicia Aller                      | 1940  |
| Adriano Aprà                      | 1940  |
| Nobuyoshi Araki                   | 1940  |
| Karin Baal                        | 1940  |
| Richard Balin                     | 1940  |
| Jean-Luc Bideau                   | 1940  |
| Julian Bond                       | 1940  |
| Nicolau Breyner                   | 1940  |
| Juozas Budraitis                  | 1940  |
| Solomon Burke                     | 1940  |
| Gianni Cavina                     | 1940  |
| Bruno Corazzari                   | 1940  |
| Barry Corbin                      | 1940  |
| Hellmuth Costard                  | 1940  |
| Chryssoula Diavati                | 1940  |
| Louisette Dussault                | 1940  |
| Helios Fernández                  | 1940  |
| Juan Luis Galiardo                | 1940  |
| Juan Gallardo                     | 1940  |
| Peter Gerety                      | 1940  |
| H.R. Giger                        | 1940  |
| Vikram Gokhale                    | 1940  |
| Adela Gáborová                    | 1940  |
| Yoshio Harada                     | 1940  |
| Adel Emam                         | 1940  |
| Tom Jones                         | 1940  |
| Goga Kapoor                       | 1940  |
| Abbas Kiarostami                  | 1940  |
| Dinesh Hingoo                     | 1940  |
| Dorina Lazar                      | 1940  |
| Mohamed Majd                      | 1940  |
| Juan Margallo                     | 1940  |
| Masayoshi Nogami                  | 1940  |
| Aleksandra Nazarova               | 1940  |
| Thierno Ndiaye Doss               | 1940  |
| Michael O'Hagan                   | 1940  |
| Manuel Ojeda                      | 1940  |
| Pelé                              | 1940  |
| Susan Peretz                      | 1940  |
| Matthias Ponnier                  | 1940  |
| Phil Proctor                      | 1940  |
| Ildikó Pécsi                      | 1940  |
| Roger Robinson                    | 1940  |
| Isabel Ruth                       | 1940  |
| Mohamad Ali Sepanlou              | 1940  |
| Alberto Sironi                    | 1940  |
| Thunder Sugiyama                  | 1940  |
| Hugo Stiglitz                     | 1940  |
| Sukumari                          | 1940  |
| Svetlana Svetlichnaya             | 1940  |
| Leif Sylvester                    | 1940  |
| Jack Thompson                     | 1940  |
| Burt Young                        | 1940  |
| Barbara Amiel                     | 1940  |
| Bool-am Choi                      | 1940  |
| Jorge Di Paola                    | 1940  |
| Ferenc Boér                       | 1940  |
| Robert Azevedo                    | 1940  |
| Ron Santo                         | 1940  |
| Paran Banerjee                    | 1940  |
| Seetha Kumari Ehalepola           | 1940  |
| Mel Bochner                       | 1940  |
| Sally Kirkland                    | 1941  |
| Nick Nolte                        | 1941  |
